	id	age	gender	engagement	mem.edu	zip	channel	harm	fair	in.group	authority	purity	account.age	region	public.sector	sustainability	localism	main.focal.value	support.of.focal.value
411	1044	51	other	Highly Engaged	4	98116.0	Branch	4.5	4.0	1.0	0.75	0.0	34.795	W WA Metro	no	5.5	6.0	Homelessness	37.1035065557419
412	1045	34	female	Engaged	4	98102.0	Branch	4.0	3.5	1.25	2.25	1.0	15.518	W WA Metro	no	5.0	5.5	Animal rights	56.833863004216
413	1046	60	female	Not Engaged	3	98942.0	Branch	4.5	4.75	4.0	2.25	3.75	40.181	E WA Non Metro	yes	3.33333333333333	5.25	Hunger/Poverty	32.8392553647333
414	1047	55	female	Highly Engaged	4	99201.0	Branch	4.75	5.0	1.75	2.0	2.5	9.049	E WA Metro	yes	4.83333333333333	5.25	Hunger/Poverty	29.3243901771768
415	1049	56	male	Engaged	4	98109.0	Branch	2.5	3.75	1.75	2.75	1.0	4.134	W WA Metro	yes	5.66666666666667	4.75	Environment	18.3032865535607
416	1050	56	female	Engaged	6	98501.0	Branch	4.5	3.5	2.25	1.75	2.25	14.959	Thurston	no	5.83333333333333	5.25	Specify	66.9727450394059
417	1051	29	other	Highly Engaged	4	98002.0	Branch	3.0	4.75	3.25	2.75	1.25	7.471	W WA Metro	no	5.33333333333333	4.5	Human/Civil rights	9.12638644880421
418	1053	20	female	Engaged	3	99163.0	Branch	3.25	2.75	3.0	3.75	2.75	1.247	E WA Non Metro	no	3.0	3.75	Animal rights	4.72546496765254
419	1055	71	male	Not Engaged	3	98115.0	Branch	4.75	3.5	3.5	2.75	3.0	27.542	W WA Metro	no	3.0	4.25	Hunger/Poverty	4.72546496765254
420	1058	68	male	Engaged	4	98501.0	Branch	2.75	3.5	3.25	3.75	2.5	42.921	Thurston	yes	3.33333333333333	5.0	Specify	28.991460118916
421	1059	63	male	Not Engaged	7	98902.0	Branch	4.0	3.75	4.0	2.5	3.25	23.732	E WA Non Metro	yes	4.5	5.0	Environment	49.8357893888149
422	1063	36	female	Highly Engaged	6	98103.0	Branch	4.0	3.5	0.75	1.5	2.25	17.956	W WA Metro	yes	5.66666666666667	5.5	Environment	10.1121556321612
423	1068	68	male	Engaged	6	98498.0	Branch	4.75	4.5	3.75	3.75	4.5	26.86	W WA Metro	yes	4.5	6.0	Education	31.8534861813763
424	1070	41	male	Not Engaged	4	99205.0	Branch	3.5	3.5	2.75	2.5	1.75	5.093	E WA Metro	yes	4.66666666666667	5.5	Domestic abuse	14.8376205998138
425	1071	60	other	Highly Engaged	3	98513.0	Branch	4.75	4.75	3.75	3.5	2.75	44.868	Thurston	yes	5.83333333333333	5.0	Homelessness	21.0614634453976
426	1072	29	male	Highly Engaged	4	98375.0	Other	4.5	5.0	4.75	3.5	4.25	0.263	W WA Metro	no	4.33333333333333	4.75	Hunger/Poverty	4.40092148115167
427	1076	56	female	Not Engaged	2	98926.0	Loan	4.0	3.5	4.0	4.0	2.75	1.477	E WA Non Metro	yes	5.5	5.0	Education	23.0287515212132
428	1078	65	other	Engaged	4	98516.0	Branch	4.75	4.0	4.75	4.25	3.5	3.403	Thurston	yes	4.16666666666667	5.5	Education	19.4494989868985
429	1079	59	male	Engaged	4	99161.0	Branch	3.75	3.75	2.75	2.0	1.0	31.825	E WA Non Metro	yes	4.16666666666667	5.0	Hunger/Poverty	4.40092148115167
430	1080	58	male	Not Engaged	3	98563.0	Loan	4.75	4.0	4.25	3.25	2.5	0.575	W WA Non Metro	no	4.66666666666667	4.75	Environment	29.8861981055606
431	1081	29	male	Not Engaged	4	98107.0	Branch	3.75	3.5	0.25	0.75	1.25	6.444	W WA Metro	no	5.66666666666667	4.75	Environment	14.8376205998138
432	1082	69	female	Engaged	6	98116.0	Branch	3.75	2.5	2.5	2.0	2.25	30.658	W WA Metro	yes	4.83333333333333	5.0	Education	43.272328730804
433	1083	39	male	Not Engaged	6	98021.0	Branch	3.0	2.25	2.0	2.25	1.5	8.597	W WA Metro	yes	2.33333333333333	3.75	Animal rights	25.1607331379081
434	1084	55	male	Highly Engaged	6	98366.0	Branch	3.0	4.25	3.25	3.25	3.25	12.707	W WA Non Metro	yes	2.33333333333333	3.25	Specify	33.1601730986428
435	1085	23	male	Engaged	4	98499.0	Branch	4.5	4.5	4.5	4.0	4.0	1.658	W WA Metro	yes	6.0	6.0	Education	63.0577058497998
436	1086	41	female	Highly Engaged	6	99217.0	Loan	4.5	3.75	3.5	3.25	3.0	0.712	E WA Metro	no	4.16666666666667	3.75	Human/Civil rights	4.72546496765254
437	1087	61	female	Engaged	5	98027.0	Branch	4.5	5.0	3.5	3.25	3.5	14.447	W WA Metro	yes	5.16666666666667	5.0	Education	28.7399856722228
438	1088	31	female	Highly Engaged	3	98407.0	Branch	4.0	4.0	2.0	3.5	1.5	5.321	W WA Metro	no	5.16666666666667	5.0	Hunger/Poverty	66.9128959411649
439	1089	27	female	Not Engaged	5	99163.0	Branch	3.25	2.5	2.75	2.25	1.75	0.701	E WA Non Metro	no	3.16666666666667	4.0	Animal rights	9.12638644880421
440	1091	69	other	Not Engaged	3	98392.0	Branch	3.25	3.0	3.25	4.25	4.5	35.271	W WA Non Metro	yes	2.66666666666667	4.0	Health (i.e. cancer research)	19.4494989868985
441	1092	60	male	Highly Engaged	5	98501.0	Branch	1.5	2.75	2.5	1.25	1.25	22.584	Thurston	yes	4.33333333333333	5.25	Environment	37.760180386007
442	1093	27	male	Highly Engaged	4	98512.0	Branch	3.5	2.75	3.25	2.75	1.75	3.921	Thurston	no	5.0	4.5	Environment	27.1280212137237
443	1095	33	female	Not Engaged	6	98109.0	Branch	4.5	3.75	2.25	1.25	1.5	3.471	W WA Metro	no	4.5	4.25	Domestic abuse	4.72546496765254
444	1096	78	male	Highly Engaged	7	98103.0	Branch	2.75	2.5	1.75	2.0	1.75	22.827	W WA Metro	yes	4.83333333333333	4.25	Hunger/Poverty	15.350229294388
445	1098	44	male	Not Engaged	6	98409.0	Branch	5.0	5.0	5.0	2.75	4.5	4.638	W WA Metro	yes	5.0	3.75	Education	29.369963658395
446	1101	18	male	Not Engaged	3	99161.0	Branch	4.0	2.5	3.5	2.5	1.5	6.548	E WA Non Metro	no	2.0	3.5	Hunger/Poverty	15.350229294388
447	1103	19	female	Not Engaged	3	98532.0	Branch	4.25	4.5	2.25	3.25	3.5	2.263	W WA Non Metro	no	4.5	4.0	Health (i.e. cancer research)	16.8049086756294
448	1104	44	female	Engaged	6	98178.0	Branch	4.75	5.0	1.25	0.0	2.0	6.633	W WA Metro	yes	5.5	5.75	Human/Civil rights	4.40092148115167
449	1105	49	female	Engaged	4	98584.0	Branch	3.5	1.75	3.5	3.75	4.25	4.244	W WA Non Metro	no	2.16666666666667	4.0	Health (i.e. cancer research)	41.5236634232261
450	1106	54	male	Highly Engaged	4	98375.0	Branch	3.75	4.75	4.75	3.5	3.0	21.26	W WA Metro	yes	3.33333333333333	5.0	Health (i.e. cancer research)	54.2329711896367
451	1107	27	other	Not Engaged	4	98502.0	Branch	4.5	3.0	0.5	0.0	0.25	2.107	Thurston	yes	3.0	3.25	Health (i.e. cancer research)	52.6882506749265
452	1108	49	female	Engaged	2	98513.0	Branch	5.0	4.75	1.5	1.5	1.25	1.723	Thurston	yes	4.83333333333333	5.25	Animal rights	49.0385835523352
453	1109	53	male	Highly Engaged	4	99022.0	Branch	4.75	4.5	5.0	4.0	4.5	7.6	E WA Metro	yes	5.16666666666667	6.0	Law enforcement	58.768609892426
454	1111	25	male	Engaged	4	99163.0	Branch	3.25	3.0	1.75	2.0	2.5	1.304	E WA Non Metro	yes	4.16666666666667	4.0	Arts & culture	5.71123415100957
455	1112	45	female	Not Engaged	8	98403.0	Branch	4.75	4.75	1.0	1.0	1.0	0.164	W WA Metro	yes	6.0	6.0	Human/Civil rights	22.456293728398
456	1113	69	female	Highly Engaged	3	98516.0	Branch	3.75	4.5	3.75	3.75	2.75	29.288	Thurston	yes	4.16666666666667	5.25	Health (i.e. cancer research)	23.6623552599768
457	1115	69	male	Not Engaged	3	98531.0	Branch	4.5	4.25	4.25	4.25	4.75	13.115	W WA Non Metro	yes	4.0	4.25	Domestic abuse	21.0614634453976
458	1116	52	other	Not Engaged	4	98072.0	Branch	5.0	4.75	4.25	3.0	3.25	22.326	W WA Metro	no	4.83333333333333	5.5	Animal rights	22.516142826639
459	1117	31	female	Engaged	4	98501.0	Branch	4.5	4.0	4.25	3.5	4.5	21.901	Thurston	yes	5.66666666666667	5.5	Education	4.40092148115167
460	1118	64	female	Highly Engaged	4	99218.0	Branch	3.25	3.75	3.5	3.0	3.0	37.463	E WA Metro	no	3.33333333333333	4.5	Hunger/Poverty	10.6247643267355
461	1120	66	male	Highly Engaged	8	98501.0	Branch	3.0	2.75	2.25	2.5	2.75	31.112	Thurston	yes	3.5	5.5	Law enforcement	14.8376205998138
462	1123	68	male	Not Engaged	3	98002.0	Loan	4.0	3.75	4.25	3.75	3.25	4.997	W WA Metro	no	3.83333333333333	5.0	Domestic abuse	21.0614634453976
463	1124	22	female	Not Engaged	3	98354.0	Loan	4.75	4.0	4.5	4.5	4.0	1.304	W WA Metro	no	2.66666666666667	4.0	Law enforcement	4.40092148115167
464	1125	66	male	Highly Engaged	3	98942.0	Branch	3.5	2.75	4.25	4.25	4.25	29.658	E WA Non Metro	yes	2.0	4.25	Education	4.40092148115167
465	1126	61	female	Highly Engaged	4	98501.0	Branch	4.0	3.5	3.5	2.5	3.75	30.156	Thurston	no	5.0	4.75	Hunger/Poverty	9.12638644880421
466	1127	65	male	Engaged	6	98524.0	Branch	4.25	4.0	3.75	1.0	2.0	16.225	W WA Non Metro	yes	5.83333333333333	5.0	Arts & culture	32.5951757635879
467	1128	67	male	Highly Engaged	4	98501.0	Branch	4.5	4.25	2.25	3.0	3.5	31.403	Thurston	yes	5.0	5.0	Hunger/Poverty	9.12638644880421
468	1130	68	female	Highly Engaged	3	99205.0	Branch	5.0	4.25	5.0	4.5	4.75	48.786	E WA Metro	no	2.33333333333333	5.25	Health (i.e. cancer research)	15.350229294388
469	1131	35	other	Engaged	6	99208.0	Branch	2.5	2.0	2.5	2.5	2.5	1.099	E WA Metro	no	3.5	4.0	Domestic abuse	0.0
470	1135	41	female	Highly Engaged	4	98059.0	Branch	4.0	3.25	1.5	3.75	2.0	14.449	W WA Metro	no	4.16666666666667	4.0	Education	0.0
471	1136	73	female	Engaged	6	99163.0	Branch	4.25	3.25	2.5	1.75	2.25	23.197	E WA Non Metro	yes	4.33333333333333	4.75	Arts & culture	57.9195415581479
472	1137	34	male	Engaged	3	98908.0	Branch	3.25	3.75	4.5	4.5	5.0	4.121	E WA Non Metro	no	1.66666666666667	2.5	Health (i.e. cancer research)	23.0287515212132
473	1138	46	male	Not Engaged	4	99163.0	Branch	3.5	3.25	1.25	2.75	0.75	3.49	E WA Non Metro	yes	4.5	5.25	Health (i.e. cancer research)	13.2256561413147
474	1139	67	male	Highly Engaged	6	98107.0	Branch	3.5	4.0	1.25	3.5	3.0	26.638	W WA Metro	yes	5.83333333333333	5.0	Environment	21.0614634453976
475	1140	72	male	Engaged	6	98032.0	Branch	4.75	4.75	2.5	1.25	3.75	6.148	W WA Metro	yes	4.5	5.0	Education	31.3372517342106
476	1143	29	male	Not Engaged	7	98107.0	Branch	2.5	2.5	1.75	1.75	1.75	0.252	W WA Metro	no	4.16666666666667	4.0	Education	10.1121556321612
477	1149	27	female	Engaged	4	98105.0	Branch	4.5	4.0	3.0	3.75	2.25	0.112	W WA Metro	no	3.83333333333333	4.0	Domestic abuse	35.957294122404
478	1150	51	male	Highly Engaged	6	98354.0	Branch	4.25	4.25	3.25	3.75	1.75	15.674	W WA Metro	yes	3.16666666666667	4.0	Hunger/Poverty	7.61867312858422
479	1150	51	male	Highly Engaged	6	98354.0	Branch	4.25	4.25	3.25	3.75	1.75	15.674	W WA Metro	yes	3.16666666666667	4.0	Hunger/Poverty	7.61867312858422
480	1150	51	male	Highly Engaged	6	98354.0	Branch	4.25	4.25	3.25	3.75	1.75	15.674	W WA Metro	yes	3.16666666666667	4.0	Hunger/Poverty	7.61867312858422
481	1150	51	male	Highly Engaged	6	98354.0	Branch	4.25	4.25	3.25	3.75	1.75	15.674	W WA Metro	yes	3.16666666666667	4.0	Hunger/Poverty	7.61867312858422
482	1152	51	female	Highly Engaged	6	99163.0	Branch	3.0	3.0	1.5	2.75	2.25	0.89	E WA Non Metro	yes	4.66666666666667	3.75	Health (i.e. cancer research)	16.7450595773884
483	1153	63	female	Not Engaged	4	98022.0	Branch	3.0	3.5	2.5	2.75	3.25	11.863	W WA Metro	yes	4.66666666666667	4.5	Specify	37.5647203323858
484	1157	42	female	Not Engaged	5	98501.0	Branch	4.0	3.0	3.5	4.0	3.25	21.49	Thurston	no	4.33333333333333	4.5	Hunger/Poverty	5.71123415100957
485	1158	73	male	Engaged	3	98506.0	Branch	4.25	4.5	4.0	4.25	5.0	19.745	Thurston	yes	3.66666666666667	3.0	Homelessness	5.71123415100957
486	1160	34	female	Not Engaged	3		Loan	4.75	4.0	4.25	4.5	3.5	1.403	W WA Metro	yes	4.0	4.25	Human/Civil rights	45.1833934609701
487	1161	32	female	Not Engaged	3		Other	3.75	4.0	3.75	3.5	3.25	1.266	W WA Non Metro	no	6.0	5.5	Hunger/Poverty	7.61867312858422
488	1165	35	female	Highly Engaged	2	99111.0	Branch	5.0	4.0	3.5	3.25	2.5	14.452	E WA Non Metro	no	4.33333333333333	4.25	Animal rights	13.3299072795938
489	1166	46	male	Not Engaged	3		Loan	3.75	4.75	4.5	3.25	3.75	1.616	Thurston	no	2.0	2.5	Education	9.12638644880421
490	1167	41	female	Highly Engaged	4	98511.0	Branch	4.25	2.5	3.25	2.75	3.0	15.4	Thurston	yes	5.5	6.0	Education	49.8357893888149
491	1168	50	female	Engaged	3		Branch	4.75	4.0	3.75	3.0	3.5	17.173	W WA Metro	yes	3.5	4.0	Hunger/Poverty	28.6801365739818
492	1169	49	female	Engaged	4		Branch	3.5	2.0	2.5	1.0	1.5	2.071	W WA Non Metro	no	5.0	5.5	Health (i.e. cancer research)	65.766683507827
493	1170	23	other	Engaged	3	98513.0	Branch	1.25	2.0	2.0	1.75	2.25	1.805	Thurston	no	2.5	4.5	Domestic abuse	4.72546496765254
494	1171	43	female	Highly Engaged	6	98903.0	Branch	4.25	3.75	4.5	4.25	4.5	31.655	E WA Non Metro	yes	4.33333333333333	4.5	Education	28.7399856722228
495	1172	33	female	Highly Engaged	4	99163.0	Branch	4.0	4.0	2.5	3.5	3.5	9.244	E WA Non Metro	no	3.66666666666667	4.75	Health (i.e. cancer research)	0.0
496	1173	53	female	Not Engaged	2		Loan	5.0	4.5	2.75	3.5	4.25	1.447	W WA Metro	no	4.66666666666667	4.5	Specify	9.12638644880421
497	1174	31	male	Not Engaged	3	98589.0	Branch	4.0	4.0	1.0	1.25	3.25	6.715	Thurston	no	5.33333333333333	6.0	Environment	22.456293728398
498	1175	52	male	Engaged	5		Branch	3.25	3.75	3.0	2.5	1.25	9.441	E WA Non Metro	no	3.66666666666667	3.5	Domestic abuse	12.0195946097359
499	1180	35	female	Not Engaged	4	98208.0	Loan	2.5	3.5	3.5	3.5	3.25	1.016	W WA Metro	no	3.83333333333333	4.5	Environment	36.358658800807
500	1181	55	female	Not Engaged	3	99113.0	Branch	3.75	4.0	2.5	4.0	3.25	0.203	E WA Non Metro	no	4.0	5.25	Education	31.8534861813763
501	1182	21	female	Not Engaged	3	98513.0	Branch	3.25	3.5	3.5	3.0	1.5	4.537	Thurston	no	3.5	4.25	Hunger/Poverty	0.0
502	1183	42	female	Not Engaged	4	98126.0	Other	4.5	2.75	1.25	2.0	0.25	1.367	W WA Metro	no	4.83333333333333	5.0	Arts & culture	21.0614634453976
503	1184	60	female	Not Engaged	5	98042.0	Branch	4.0	4.0	3.75	3.75	3.5	17.184	W WA Metro	yes	3.33333333333333	5.75	Health (i.e. cancer research)	33.3325325018267
504	1185	22	female	Not Engaged	2		Loan	3.25	3.25	2.5	2.5	2.75	0.005	W WA Metro	no	4.16666666666667	4.0	Domestic abuse	4.72546496765254
505	1187	26	female	Highly Engaged	4	98503.0	Branch	4.5	4.25	2.5	2.25	3.0	2.471	Thurston	no	4.16666666666667	5.0	Education	21.0614634453976
506	1189	52	female	Highly Engaged	6		Branch	3.25	3.5	3.25	3.0	3.0	2.156	W WA Metro	yes	4.5	4.25	Education	9.12638644880421
507	1190	66	other	Not Engaged	8	98501.0	Loan	3.5	4.5	2.75	1.75	1.75	0.836	Thurston	yes	5.83333333333333	6.0	Hunger/Poverty	37.5647203323858
508	1191	32	female	Highly Engaged	7	98118.0	Branch	4.25	3.5	1.25	0.75	1.25	9.342	W WA Metro	yes	4.66666666666667	4.25	Animal rights	6.22384284558378
509	1193	83	female	Highly Engaged	5	98407.0	Branch	5.0	5.0	3.5	2.25	2.25	26.427	W WA Metro	yes	4.66666666666667	5.25	Education	22.456293728398
510	1194	59	other	Engaged	4	99352.0	Branch	3.0	3.75	4.0	3.75	4.0	20.989	E WA Non Metro	yes	2.0	4.0	Law enforcement	39.2917115180863
511	1196	72	male	Engaged	8	98112.0	Branch	4.0	4.5	2.0	1.75	2.0	7.252	W WA Metro	no	4.83333333333333	5.0	Human/Civil rights	12.3441380962368
512	1197	55	male	Highly Engaged	4	98942.0	Branch	4.25	2.5	4.5	4.5	4.0	6.852	E WA Non Metro	yes	3.83333333333333	5.25	Animal rights	47.2348975742356
513	1199	74	female	Highly Engaged	3		Branch	3.75	4.0	4.25	3.25	4.0	44.784	Thurston	yes	5.33333333333333	5.0	Education	10.6247643267355
514	1200	62	male	Highly Engaged	3	98331.0	Branch	4.0	3.75	2.25	3.25	5.0	19.082	W WA Non Metro	yes	2.0	4.0	Specify	29.5040688134902
515	1202	42	female	Highly Engaged	3	98503.0	Other	2.5	3.25	2.75	2.5	2.5	2.249	Thurston	no	3.83333333333333	4.5	Homelessness	0.0
516	1203	70	female	Engaged	3	98684.0	Branch	4.5	4.25	3.75	3.25	4.25	7.296	W WA Metro	yes	4.83333333333333	5.75	Hunger/Poverty	54.7461919507534
517	1204	40	other	Not Engaged	4	98012.0	Branch	3.5	3.5	3.5	3.5	3.5	13.811	W WA Metro	no	4.0	4.0	Education	0.0
518	1207	27	male	Engaged	4	98103.0	Branch	3.0	2.75	3.75	2.75	2.25	13.732	W WA Metro	no	4.16666666666667	4.25	Human/Civil rights	15.350229294388
519	1209	45	other	Engaged	7	98037.0	Branch	4.0	4.5	1.5	0.75	1.25	14.392	W WA Metro	yes	5.16666666666667	4.75	Education	38.9357758342273
520	1210	61	male	Not Engaged	3	98841.0	Loan	4.5	4.5	4.25	3.75	4.5	0.115	E WA Non Metro	no	4.33333333333333	5.25	Health (i.e. cancer research)	4.40092148115167
521	1211	40	male	Engaged	3	99163.0	Branch	4.25	4.5	4.5	4.0	4.5	4.647	E WA Non Metro	no	3.33333333333333	5.0	Hunger/Poverty	43.272328730804
522	1212	34	female	Engaged	3	98466.0	Branch	4.0	4.25	1.75	3.25	3.75	6.37	W WA Metro	no	4.33333333333333	5.75	Law enforcement	20.844329269899
523	1213	55	female	Highly Engaged	3	99203.0	Branch	5.0	4.5	4.0	3.5	2.75	8.258	E WA Metro	yes	3.66666666666667	5.75	Specify	71.8788147573714
524	1214	59	female	Highly Engaged	4	98506.0	Branch	3.25	3.75	2.0	1.0	1.75	25.973	Thurston	yes	5.5	5.75	Specify	31.9377022188262
525	1215	95	female	Not Engaged	6		Branch	4.5	4.5	3.25	3.5	4.0	4.858	E WA Metro	yes	4.83333333333333	4.5	Education	100.0
526	1216	34	female	Not Engaged	4	99163.0	Branch	3.5	2.5	3.75	3.5	4.25	13.493	E WA Non Metro	no	4.16666666666667	4.25	Health (i.e. cancer research)	12.0195946097359
527	1217	74	male	Not Engaged	5	98513.0	Branch	4.25	4.25	4.25	4.0	4.75	6.156	Thurston	no	5.16666666666667	5.25	Domestic abuse	24.0145207045702
528	1218	55	female	Not Engaged	3	99205.0	Branch	4.5	4.0	3.0	2.25	0.5	9.455	E WA Metro	yes	3.5	5.25	Human/Civil rights	39.5563753474104
529	1219	58	male	Highly Engaged	7		Branch	4.0	4.0	2.25	2.0	2.25	19.279	E WA Non Metro	no	5.83333333333333	4.5	Specify	16.8049086756294
530	1221	28	male	Engaged	4	98503.0	Branch	3.0	3.0	2.75	4.25	4.5	2.195	Thurston	yes	3.5	3.25	Domestic abuse	0.0
531	1222	58	male	Not Engaged	6	98501.0	Branch	4.5	2.75	1.25	4.0	3.25	2.54	Thurston	yes	4.0	6.0	Arts & culture	18.0553722472463
532	1223	19	male	Engaged	3	99163.0	Branch	3.5	3.75	3.5	2.25	2.75	12.17	E WA Non Metro	no	5.0	5.0	Education	9.12638644880421
533	1224	35	female	Not Engaged	4	98258.0	Loan	4.0	2.75	3.25	3.75	2.5	0.871	W WA Metro	no	3.16666666666667	4.75	Homelessness	16.6605419642459
534	1227	51	male	Not Engaged	3	98146.0	Loan	4.0	3.75	3.5	3.0	3.25	1.507	W WA Metro	no	3.66666666666667	4.0	Animal rights	16.7450595773884
535	1229	53	female	Not Engaged	6	98125.0	Branch	4.25	4.75	3.0	2.5	1.0	24.068	W WA Metro	yes	3.5	4.25	Homelessness	9.12638644880421
536	1230	20	male	Engaged	3	98538.0	Branch	3.0	3.25	4.75	4.0	3.0	2.077	W WA Non Metro	no	2.16666666666667	2.0	Domestic abuse	4.72546496765254
537	1231	59	male	Not Engaged	6	98115.0	Branch	3.25	4.0	2.5	1.0	1.75	9.732	W WA Metro	yes	4.66666666666667	4.5	Environment	31.5363375404232
538	1235	65	female	Engaged	3	98589.0	Branch	4.5	4.25	3.5	2.75	2.5	9.329	Thurston	yes	3.66666666666667	4.75	Health (i.e. cancer research)	17.9511211089673
539	1237	57	female	Highly Engaged	6	99163.0	Branch	5.0	3.5	4.5	2.25	3.25	30.427	E WA Non Metro	yes	5.16666666666667	5.0	Education	41.0110547286519
540	1239	66	female	Highly Engaged	3	98408.0	Branch	5.0	5.0	5.0	5.0	5.0	22.841	W WA Metro	yes	5.5	5.75	Education	22.9689024229722
541	1240	52	male	Not Engaged	3	98383.0	Loan	4.5	5.0	4.25	4.25	5.0	4.975	W WA Non Metro	no	2.83333333333333	6.0	Specify	82.1256876111703
542	1241	63	female	Not Engaged	5	98198.0	Branch	4.0	4.5	3.5	3.0	4.0	34.699	W WA Metro	yes	4.5	6.0	Hunger/Poverty	48.3811100075735
543	1242	24	female	Highly Engaged	4	98532.0	Branch	4.0	4.25	3.75	2.0	3.5	11.937	W WA Non Metro	yes	4.33333333333333	5.0	Domestic abuse	27.1280212137237
544	1243	30	female	Engaged	4		Branch	1.75	2.75	1.75	1.5	2.0	12.025	W WA Metro	no	3.83333333333333	3.75	Environment	28.6801365739818
545	1245	52	female	Not Engaged	3	98030.0	Loan	4.75	4.25	3.75	4.0	4.0	8.882	W WA Metro	no	4.5	5.5	Law enforcement	9.12638644880421
546	1247	45	female	Engaged	6		Branch	4.25	4.5	2.0	2.75	0.75	2.882	W WA Metro	no	3.66666666666667	4.5	Hunger/Poverty	51.0900876656008
547	1248	39	female	Engaged	4	98531.0	Branch	4.5	4.5	3.75	3.75	4.25	20.332	W WA Non Metro	no	5.83333333333333	4.75	Homelessness	4.40092148115167
548	1250	61	female	Engaged	7	98020.0	Branch	4.5	2.5	3.5	4.75	3.5	13.562	W WA Metro	yes	2.16666666666667	5.5	Animal rights	47.8923711189973
549	1251	78	male	Not Engaged	2	98070.0	Branch	4.0	3.25	3.0	2.5	3.5	4.241	W WA Metro	yes	3.33333333333333	4.25	Health (i.e. cancer research)	9.12638644880421
550	1252	66	female	Highly Engaged	3	98115.0	Branch	4.0	4.25	3.5	3.0	2.75	10.918	W WA Metro	no	5.33333333333333	4.0	Education	4.40092148115167
551	1253	65	female	Highly Engaged	6	98501.0	Branch	4.25	4.75	3.0	2.5	1.5	10.477	Thurston	yes	3.83333333333333	5.0	Human/Civil rights	40.2138488921721
552	1254	33	male	Highly Engaged	3	98512.0	Branch	3.0	3.5	3.25	4.25	3.0	22.877	Thurston	yes	3.66666666666667	5.0	Education	4.40092148115167
553	1256	73	female	Engaged	5	98370.0	Branch	4.0	3.75	3.75	3.0	3.25	34.852	W WA Non Metro	no	4.66666666666667	3.75	Hunger/Poverty	4.40092148115167
554	1257	31	female	Not Engaged	4		Branch	3.5	3.25	3.0	3.75	2.75	11.814	W WA Metro	no	3.0	4.75	Education	10.6247643267355
555	1258	31	female	Highly Engaged	4	98513.0	Branch	4.75	4.5	3.25	3.75	3.75	21.868	Thurston	no	5.66666666666667	5.5	Health (i.e. cancer research)	9.12638644880421
556	1259	47	male	Engaged	4	98374.0	Branch	4.5	4.25	2.75	4.25	3.75	45.115	W WA Metro	no	4.66666666666667	5.25	Specify	45.1833934609701
557	1260	72	female	Engaged	5	98501.0	Branch	3.75	4.25	4.0	3.75	3.75	26.995	Thurston	yes	3.83333333333333	5.0	Law enforcement	44.866244820017
558	1262	29	female	Engaged	5	99163.0	Branch	4.25	4.25	2.0	2.0	2.0	0.737	E WA Non Metro	yes	6.0	6.0	Human/Civil rights	43.4714145370166
559	1264	35	female	Engaged	8	98003.0	Branch	2.75	3.0	2.75	3.25	3.0	6.258	W WA Metro	no	2.83333333333333	4.25	Health (i.e. cancer research)	37.5048712341449
560	1266	79	female	Highly Engaged	2	98501.0	Branch	4.75	5.0	5.0	4.25	4.75	14.51	Thurston	yes	3.0	5.75	Hunger/Poverty	15.350229294388
561	1268	55	female	Highly Engaged	4	98502.0	Branch	4.25	4.0	4.25	4.0	3.75	13.238	Thurston	no	4.33333333333333	4.25	Domestic abuse	9.12638644880421
562	1269	66	female	Engaged	3	98503.0	Branch	4.5	4.25	2.25	2.75	2.25	4.162	Thurston	no	4.16666666666667	4.0	Homelessness	9.12638644880421
563	1271	67	female	Not Engaged	4	99163.0	Branch	4.0	4.0	4.0	3.25	3.5	6.866	E WA Non Metro	yes	4.0	4.25	Animal rights	23.6623552599768
564	1272	32	male	Not Engaged	6	98360.0	Branch	2.5	3.25	3.25	3.75	2.75	5.545	W WA Metro	yes	4.66666666666667	3.75	Education	56.0596322343987
565	1273	55	female	Highly Engaged	5	98502.0	Branch	4.75	4.75	4.25	3.0	3.25	33.395	Thurston	no	4.33333333333333	5.5	Education	21.0614634453976
566	1274	61	other	Engaged	5	99111.0	Branch	3.5	2.5	4.0	4.0	4.25	22.392	E WA Non Metro	no	2.33333333333333	4.75	Law enforcement	70.4190794356719
567	1276	73	male	Highly Engaged	5	98516.0	Branch	4.25	3.25	4.75	4.5	5.0	24.496	Thurston	yes	2.83333333333333	5.0	Law enforcement	0.0
568	1280	52	female	Highly Engaged	3	98593.0	Branch	4.0	3.5	3.5	3.0	3.0	19.995	W WA Non Metro	yes	3.5	4.25	Human/Civil rights	4.72546496765254
569	1281	52	male	Not Engaged	4	98026.0	Loan	4.25	4.0	3.0	3.0	1.0	1.775	W WA Metro	no	4.83333333333333	4.0	Animal rights	0.0
570	1282	52	other	Engaged	4	98908.0	Branch	4.25	4.0	3.0	3.0	3.25	18.373	E WA Non Metro	no	3.66666666666667	4.5	Law enforcement	40.7624368789893
571	1285	58	other	Engaged	5	98501.0	Branch	4.75	3.75	2.0	2.25	2.0	15.137	Thurston	yes	4.16666666666667	4.0	Education	4.40092148115167
572	1286	76	female	Highly Engaged	4	98513.0	Branch	3.75	3.25	3.5	2.0	2.0	30.616	Thurston	yes	5.0	4.25	Education	14.8376205998138
573	1287	61	female	Not Engaged	2		Branch	4.25	4.0	4.0	4.25	3.5	25.532	Thurston	yes	3.16666666666667	5.0	Health (i.e. cancer research)	14.8376205998138
